地名,センター,不燃ごみ,可燃ごみ,紙・布類,プラ容器,不燃ごみ・粗大ごみ,あきビン・ペットボトル,あき缶・プラ容器
守谷市,常総環境センター,月2 月4,火 金,木2 木4,水1 水3 水5,月1 月3,木1 木3,水2 水4
